Store Id,Week Start Date Skey,Demand (Hrs),Sched (Hrs),Sched Effectiveness,FT Count,PT Count,Fixed Hrs
125573,20150201,765.25,778.25,0.6766,0,30,126
125573,20150208,685.25,696.25,0.6644,10,30,126
125573,20150215,718.25,704.25,0.6582,10,30,126
125573,20150222,694.75,718.25,0.6697,10,30,126
125573,20150301,672.25,623,0.6828,10,30,126
125573,20150308,678.5,642,0.7001,10,30,126
125573,20150315,680,708.25,0.7004,10,30,126
125573,20150322,643.5,671.75,0.6282,10,30,126
125573,20150329,686.5,675.5,0.6431,10,29,135
125573,20150405,658.75,644.75,0.6706,10,29,126
125573,20150412,637.75,625.75,0.6535,10,29,126
125573,20150419,638.75,661,0.6904,10,29,126
125573,20150426,640,641.5,0.5273,10,29,126
125573,20150503,648.5,676.5,0.6361,9,24,126
125573,20150510,606.5,621.25,0.6146,9,24,126
125573,20150517,605,645.25,0.5798,9,24,126
125573,20150524,680.25,711,0.663,9,24,90
125573,20150531,618,671.5,0.5599,9,24,90
125573,20150607,632,720.75,0.6159,9,24,90
125579,20150201,794,813,0.3136,10,32,742.5
125579,20150208,710.5,723.5,0.3702,10,32,665
125579,20150215,783.5,787,0.3912,10,32,638.5
125579,20150222,721,725,0.3981,10,32,761
125579,20150301,775.5,753.5,0.3804,10,32,773
125579,20150308,762.75,730.25,0.4205,10,32,738
125579,20150315,766,756.75,0.3881,10,32,758.5
125579,20150322,761,761,0.3469,10,32,711
125579,20150329,861.25,818.5,0.4476,10,34,671
125579,20150405,768.5,735,0.3962,10,34,542.5
125579,20150412,742.75,744.75,0.3416,10,34,686
125579,20150419,767.25,767.25,0.2916,10,34,672
125579,20150426,732,701.75,0.3719,10,34,598.25
125579,20150503,735.25,687.75,0.3784,9,30,711.75
125579,20150510,675,634.25,0.3856,9,30,728.25
125579,20150517,732,702.25,0.3883,9,30,689.25
125579,20150524,724.25,679.75,0.38,9,30,645.25
125579,20150531,732.25,651.25,0.3957,9,30,643.25
125579,20150607,745.25,720.75,0.374,9,30,654.25
125579,20150614,733.5,631.5,0.3449,9,30,599.25
125579,20150621,729,705.75,0.392,9,30,498.25
125602,20150201,546.5,528.75,0.328,8,22,487.25
125602,20150208,499.25,479.75,0.331,8,22,526.75
125602,20150215,523.25,504.75,0.3751,8,22,593.75
125602,20150222,466.5,453.5,0.4202,8,22,604.5
125602,20150301,553,511.75,0.4571,8,22,585.25
125602,20150308,519,494,0.396,8,22,569
125602,20150315,542,515,0.4566,8,22,621.25
125602,20150322,531.5,508,0.4271,8,22,566.75
125602,20150329,585.5,572.75,0.3941,8,22,613
125602,20150405,548.25,521.5,0.4697,8,22,505.75
125602,20150412,523.75,526.5,0.3532,8,22,543.5
125602,20150419,509,510.5,0.3124,8,22,564.25
125602,20150426,496.25,453,0.396,8,22,545.25
125602,20150503,497,469.25,0.3989,7,20,531.25
125602,20150510,469.75,443.75,0.405,7,20,553.75
125602,20150517,474,447.75,0.3729,7,20,578.5
125602,20150524,500.75,476.25,0.3969,7,20,553.5
125602,20150531,499.75,406,0.3872,7,20,551.5
125602,20150607,508.25,462.25,0.4009,7,20,499.5
125602,20150614,501,491.75,0.3278,7,20,393.5
125602,20150621,522.75,487.25,0.3448,7,20,491.75
125603,20150201,607.5,614.25,0.4572,8,27,80.5
125603,20150208,576.25,608.75,0.3883,8,27,116
125603,20150215,548,584.5,0.4553,8,27,99.5
125603,20150222,557.75,590.5,0.4796,8,27,109
125603,20150301,584.75,617.75,0.4681,8,27,107
125603,20150308,567.5,577.5,0.5225,8,27,89
125603,20150315,572,593,0.3872,8,27,99.5
125603,20150322,560.25,618.5,0.4373,8,27,119.5
125603,20150329,616.25,642.25,0.4613,8,26,92.5
125603,20150405,551.5,531.75,0.4764,8,26,72
125603,20150412,554.25,570.75,0.5174,8,26,71.5
125603,20150419,551,560,0.441,8,26,105
125603,20150426,541.25,537.75,0.4965,8,26,112.5
125603,20150503,537.25,544.25,0.4649,7,23,110.5
125603,20150510,487.75,509,0.4172,7,23,105.5
125603,20150517,513.5,529,0.4596,7,23,102.5
125603,20150524,544,608.5,0.4118,7,23,113
125603,20150531,542.75,571,0.4855,7,23,114
125603,20150607,551,573.25,0.4478,7,23,54
125603,20150614,524.5,538.75,0.4542,7,23,19
125603,20150621,548.75,561.25,0.4542,7,23,37
125604,20150201,1064.25,1081.5,0.4853,11,48,798.75
125604,20150208,917,927.75,0.4785,11,48,725.25
125604,20150215,1004.25,1017.25,0.4483,11,48,780.75
125604,20150222,937,954.5,0.4589,11,48,756.5
125604,20150301,1005.75,1041.5,0.4768,11,48,839.5
125604,20150308,975.5,1016.75,0.4175,11,48,774
125604,20150315,968.75,982.75,0.4818,11,48,713
125604,20150322,971,986.75,0.4781,11,48,691
125604,20150329,1054,1023.5,0.5019,11,50,698.5
125604,20150405,920.25,893.25,0.4708,11,50,712.5
125604,20150412,966,969.75,0.4573,11,50,713.25
125604,20150419,925.5,946,0.4398,11,50,734.75
125604,20150426,912.25,932.25,0.3291,11,50,724.75
125604,20150503,908.75,909,0.4589,10,42,776.5
125604,20150510,839.5,816,0.4735,10,42,676.5
125604,20150517,908.75,904.75,0.4327,10,42,730.5
125604,20150524,924.5,965.75,0.4562,10,42,782.75
125604,20150531,930.25,924.75,0.4888,10,42,782.75
125604,20150607,916.25,914.75,0.4357,10,42,654.5
125604,20150614,903,869,0.4729,10,42,606.75
125604,20150621,922,916.5,0.397,10,42,611.5
125605,20150201,762.5,843,0.303,11,31,517
125605,20150208,709,727.75,0.4051,11,31,583.5
125605,20150215,752.75,746.5,0.4211,11,31,553.75
125605,20150222,689,685.25,0.525,11,31,61.5
125605,20150301,743,696.5,0.4812,11,31,602
125605,20150308,728,707.75,0.5319,11,31,564.5
125605,20150315,720.75,679,0.521,11,31,532
125605,20150322,716,707.5,0.4078,11,31,99
125605,20150329,768.75,755,0.5411,11,32,545
125605,20150405,655.75,702,0.4705,11,32,78
125605,20150412,681.25,688.5,0.4895,11,32,54
125605,20150419,670.5,666,0.4981,11,32,574.25
125605,20150426,641.5,667.75,0.4875,11,32,652.25
125605,20150503,634.75,649.25,0.488,10,27,90
125605,20150510,606.25,608.5,0.4619,10,27,559.5
125605,20150517,630.75,624,0.4653,10,27,584
125605,20150524,655.75,668.25,0.4548,10,27,594
125605,20150531,692.25,714.5,0.5179,10,27,621.5
125605,20150607,655,650.75,0.4813,10,27,500.5
125605,20150614,650.75,642.25,0.4906,10,27,258
125605,20150621,674.75,694.5,0.3742,10,27,457
125607,20150201,529.25,505,0.5092,8,19,85
125607,20150208,461.75,463,0.5631,8,19,313.5
125607,20150215,482.5,477.5,0.5927,8,19,343.5
125607,20150222,433,425,0.6316,8,19,312.5
125607,20150301,492,474.75,0.6702,8,19,366
125607,20150308,470.75,496.5,0.478,8,19,337.5
125607,20150315,503,525.25,0.5383,8,19,345.75
125607,20150322,480.75,509,0.6199,8,19,315
125607,20150329,537.5,542,0.6074,8,19,430.5
125607,20150405,443,458.5,0.5135,8,19,399.5
125607,20150412,458.25,469,0.6132,8,19,298
125607,20150419,434.25,453.25,0.5141,8,19,350
125607,20150426,424,423.5,0.559,8,19,59.5
125607,20150503,438,416.5,0.5811,7,17,331
125607,20150510,415.5,389.5,0.6161,7,17,354.5
125607,20150517,449.25,386.5,0.6288,7,17,302
125607,20150524,429.75,386.5,0.6062,7,17,308
125607,20150531,426.25,393.5,0.6522,7,17,357.5
125607,20150607,450.25,412,0.5952,7,17,387.5
125607,20150614,424.5,402,0.3369,7,17,221
125607,20150621,445.75,462,0.3444,7,17,274
125609,20150201,516.5,373.5,0.2343,8,17,273
125609,20150208,443,368.5,0.3363,8,17,253.5
125609,20150215,483.5,462.5,0.3144,8,17,278
125609,20150222,410,390.5,0.3878,8,17,250.5
125609,20150301,470,403.5,0.3032,8,17,293.5
125609,20150308,444.5,371.5,0.3138,8,17,307
125609,20150315,459.25,387,0.393,8,17,277
125609,20150322,435.75,381.5,0.2708,8,17,234.5
125609,20150329,457.5,363.5,0.3574,8,18,275.5
125609,20150405,466.75,326.5,0.3706,8,18,217.5
125609,20150412,432.25,298,0.406,8,18,304
125609,20150419,422.25,334.5,0.3446,8,18,291
125609,20150426,408.5,301,0.3831,8,18,261.5
125609,20150503,419.25,327,0.3554,7,15,317.5
125609,20150510,385.75,281.5,0.28,7,15,270.5
125609,20150517,396,277,0.3864,7,15,273
125609,20150524,406.5,307.5,0.2804,7,15,268
125609,20150607,429,334,0.3275,7,15,312
125609,20150614,402.25,412.5,0.4052,7,15,42.5
125609,20150621,435.25,398.5,0.3527,7,15,110.5
125610,20150201,545.5,570,0.0706,8,24,276.5
125610,20150208,494,500.5,-0.0243,8,24,303
125610,20150215,509.75,526.5,0.1,8,24,268
125610,20150222,465,476,0.0108,8,24,295.5
125610,20150301,535.5,543,-0.0812,8,24,309.5
125610,20150308,482.5,500,-0.0964,8,24,344
125610,20150322,506,526.5,-0.1304,8,24,299
125610,20150329,572.75,574.5,0.1746,8,23,365.5
125610,20150405,552.5,554,-0.1629,8,23,305.5
125610,20150412,485.25,493,-0.0659,8,23,278
125610,20150419,495.25,427.5,0.0999,8,23,277.5
125610,20150426,480.5,491,0.0697,8,23,286.5
125610,20150510,450.75,457,0.0832,7,19,288
125610,20150517,461,477.5,0.0618,7,19,300.5
125610,20150524,483.5,461,-0.001,7,19,286.5
125610,20150531,465.75,469.5,0.0225,7,19,309
125610,20150607,494.25,470,0.2408,7,19,101.5
125610,20150614,469.75,443.5,0.2789,7,19,167.5
125610,20150621,526.5,514,0.2165,7,19,193.5
125611,20150201,562.5,599.5,0.2693,8,19,352
125611,20150215,520.75,564,0.3841,8,19,340.5
125611,20150222,437.25,474,0.2699,8,19,338.5
125611,20150301,536,550.5,0.2966,8,19,347.5
125611,20150308,501,532,0.2914,8,19,378
125611,20150315,529.75,543,0.3945,8,19,342
125611,20150322,517.5,544.5,0.4106,8,19,289.5
125611,20150329,566.25,587,0.3788,8,21,446.5
125611,20150412,490.75,499,0.3546,8,21,45
125611,20150419,473,516,0.3858,8,21,313
125611,20150510,439.5,452,0.3572,7,19,301.5
125611,20150621,481.5,492.5,0.4403,7,19,227.5
125613,20150201,564.75,553.75,0.6963,8,21,63
125613,20150208,469,470,0.7495,8,21,117
125613,20150215,495.5,505,0.7931,8,21,99
125613,20150222,451.75,442,0.7316,8,21,90
125613,20150301,506.75,509.25,0.778,8,21,90
125613,20150308,482.75,473.25,0.7545,8,21,117
125613,20150315,500.25,490.5,0.8146,8,21,72
125613,20150322,485.5,469.25,0.7709,8,21,81
125613,20150329,575.75,581.25,0.7933,8,21,99
125613,20150405,560.25,548.25,0.7796,8,21,72
125613,20150412,465.75,451.75,0.7907,8,21,108
125613,20150419,454.5,432.75,0.7497,8,21,90
125613,20150426,438.75,414.75,0.7618,8,21,99
125613,20150503,465.75,437.25,0.7402,7,18,63
125613,20150510,423.75,417.5,0.7717,7,18,90
125613,20150517,429,441,0.4907,7,18,108
125613,20150524,454.5,435.25,0.7398,7,18,72
125613,20150531,443,432.25,0.7489,7,18,99
125613,20150607,487.25,453.25,0.7363,7,18,72
125613,20150621,481.5,485.75,0.7129,7,18,245.5
125614,20150201,845,888,0.5243,10,30,659
125614,20150208,689,734,0.4652,10,30,628
125614,20150215,726.75,799,0.474,10,30,632
125614,20150222,703.5,727,0.5245,10,30,81
125614,20150301,774.25,818,0.4508,10,30,645.5
125614,20150308,783.75,830,0.481,10,30,635
125614,20150315,740.25,799.5,0.5086,10,30,662.5
125614,20150322,738,728.25,0.4468,10,30,542
125614,20150329,759,786,0.4875,10,34,552
125614,20150405,721.75,740.25,0.5241,10,34,567
125614,20150412,732,763.5,0.4597,10,34,626
125614,20150419,755.75,777.5,0.481,10,34,649.5
125614,20150426,699.25,737,0.4955,10,34,598
125614,20150503,698,672,0.4269,9,32,535
125614,20150510,690.25,719,0.5121,9,32,649
125614,20150517,688.75,739.5,0.4486,9,32,597
125614,20150524,706.75,710.5,0.4216,9,32,599
125614,20150531,696.5,748,0.4401,9,32,604.5
125614,20150607,701.25,736,0.5241,9,32,503.5
125614,20150614,710.5,746.25,0.4029,9,32,455
125614,20150621,733.5,762,0.4117,9,32,563
125615,20150201,536.25,486.25,0.1683,8,17,403.5
125615,20150208,428.5,411.25,0.1674,8,17,411
125615,20150215,452,416.5,0.3285,8,17,170
125615,20150222,404.75,320.5,0.2545,8,17,396
125615,20150301,490.5,435,0.2875,8,17,452.5
125615,20150308,453.5,474.5,0.1841,8,17,407.5
125615,20150315,498.75,504,0.3078,8,17,497
125615,20150322,463,421.5,0.203,8,17,430
125615,20150329,502.5,440,0.3114,8,17,415
125615,20150405,474,384.5,0.307,8,17,424
125615,20150412,454,362,0.2764,8,17,387.5
125615,20150419,465.25,363,0.2762,8,17,408
125615,20150426,434.5,374,0.2255,8,17,395
125615,20150503,450,367.75,0.1906,7,16,365.25
125615,20150510,398,304.5,0.2613,7,16,387.5
125615,20150517,407.25,332.5,0.2333,7,16,363.5
125615,20150524,433,361,0.1328,7,16,352
125615,20150531,429.75,338,0.2315,7,16,346.5
125615,20150607,445,355,0.1685,7,16,371.5
125615,20150614,434.25,356.5,0.1197,7,16,340.5
125615,20150621,466,349.5,0.1642,7,16,241.5
125616,20150201,855,959.75,0.5447,11,45,634
125616,20150208,778.25,812.5,0.5532,11,45,650.5
125616,20150215,888.25,925.25,0.6335,11,45,135
125616,20150222,801.75,847,0.6492,11,45,805.25
125616,20150301,838.5,877.75,0.6699,11,45,743.25
125616,20150315,874.5,891,0.6712,11,45,583.5
125616,20150322,912.5,903.5,0.6132,11,45,563
125616,20150329,916,971.75,0.592,11,44,135
125616,20150412,823.5,844,0.6691,11,44,627.5
125616,20150419,851.75,898.5,0.6493,11,44,101
125616,20150426,774.5,824.25,0.6356,11,44,796.5
125616,20150503,827,890,0.6385,10,36,781.25
125616,20150510,757.5,761.5,0.6535,10,36,135
125616,20150517,774,831.25,0.6056,10,36,720.75
125616,20150524,873,856.5,0.6581,10,36,711.75
125616,20150531,784.5,790.75,0.565,10,36,45
125616,20150607,860.25,868.25,0.6123,10,36,90
125617,20150201,548,587.5,0.3814,8,24,38
125617,20150208,494,549.75,0.4357,8,24,415.75
125617,20150215,497.25,532.5,0.4686,8,24,403
125617,20150222,465.75,492.75,0.5341,8,24,412.25
125617,20150301,507,555.25,0.5636,8,24,424.5
125617,20150308,500,537.5,0.539,8,24,446
125617,20150315,511.75,544,0.5804,8,24,477.75
125617,20150322,496.5,536,0.5337,8,24,435.75
125617,20150329,542.75,596.75,0.4887,8,23,477
125617,20150405,496.25,516,0.53,8,23,428.25
125617,20150412,499.25,507.5,0.5048,8,23,356
125617,20150419,467.5,489.25,0.4412,8,23,424.75
125617,20150426,444,480.75,0.4949,8,23,396.75
125617,20150503,462.5,489.75,0.4935,7,18,423.5
125617,20150510,426.5,469.25,0.4918,7,18,422.5
125617,20150517,426.25,477.25,0.4287,7,18,384
125617,20150524,462.25,512,0.4608,7,18,340
125617,20150531,452.5,486.25,0.4646,7,18,406
125617,20150607,470.75,496.75,0.4912,7,18,395.75
125617,20150614,445.25,474.5,0.4458,7,18,327.5
125617,20150621,456.25,500.5,0.4833,7,18,322.75
125618,20150201,971.5,1004.25,0.5494,11,43,717.25
125618,20150208,867,921.25,0.5262,11,43,676.5
125618,20150215,957.75,987.25,0.5296,11,43,752.5
125618,20150222,979,1013,0.6185,11,43,821.25
125618,20150301,965.75,987.75,0.5822,11,43,881.25
125618,20150308,926.25,951.25,0.573,11,43,862.25
125618,20150315,913.5,967.75,0.5569,11,43,855.5
125618,20150322,898,955.5,0.6052,11,43,845
125618,20150329,962.75,1013,0.6476,11,44,909
125618,20150405,852,874.75,0.5795,11,44,834
125618,20150412,907,926.25,0.5648,11,44,729.25
125618,20150419,879.75,896.5,0.5678,11,44,814.75
125618,20150426,876.5,875.25,0.6477,11,44,821.25
125618,20150503,849.75,861,0.5955,10,38,820
125618,20150510,824,845.5,0.6153,10,38,799.25
125618,20150517,837.25,869,0.6163,10,38,818.25
125618,20150524,867.25,891.75,0.6253,10,38,856.5
125618,20150531,864,885.75,0.5645,10,38,808.5
125618,20150607,850,889.75,0.615,10,38,834
125618,20150614,845.75,865.75,0.5933,10,38,706
125618,20150621,868.25,886.25,0.5952,10,38,696.75
125619,20150201,730.75,749.5,0.4892,10,32,560.5
125619,20150208,653.75,658.75,0.5648,10,32,554.25
125619,20150215,730.5,696.5,0.5435,10,32,600.5
125619,20150222,676,619.25,0.5677,10,32,545.25
125619,20150301,756.25,700,0.566,10,32,516.75
125619,20150308,684,677.25,0.5157,10,32,594.25
125619,20150315,713.5,691,0.5445,10,32,565.25
125619,20150322,693.75,703,0.524,10,32,533.75
125619,20150329,741.25,760.75,0.5629,10,32,563
125619,20150405,664,641.25,0.5463,10,32,567
125619,20150412,648.5,643.75,0.5424,10,32,523.5
125619,20150419,650.5,644.25,0.5,10,32,523.5
125619,20150426,665.75,691.5,0.5054,10,32,597.5
125619,20150503,639,628.5,0.4679,9,27,540.75
125619,20150510,645.75,648.5,0.5583,9,27,643.25
125619,20150517,619,596,0.5226,9,27,634.25
125619,20150524,650,615.5,0.5192,9,27,594
125619,20150531,656.25,650.75,0.4141,9,27,604
125619,20150607,662.75,607.5,0.461,9,27,586.75
125619,20150614,624,627.75,0.3746,9,27,85.5
125619,20150621,679.75,705.75,0.2505,9,27,85.5
125620,20150201,713.25,786,0.6386,9,27,81.5
125620,20150208,589.5,630,0.6361,9,27,108
125620,20150215,650.5,712.75,0.6829,9,27,117
125620,20150222,606,653.25,0.606,9,27,117
125620,20150301,665.5,719.5,0.6679,9,27,117
125620,20150308,635.25,677.75,0.6938,9,27,108
125620,20150315,669.5,725,0.6893,9,27,90
125620,20150322,621,694.75,0.6647,9,27,90
125620,20150329,644,684.25,0.6681,10,28,99
125620,20150405,615.25,659.75,0.6912,10,28,99
125620,20150412,626,656.5,0.6278,10,28,72
125620,20150419,609.5,678,0.6571,10,28,90
125620,20150426,595.25,651,0.5695,10,28,90
125620,20150503,617,661.75,0.6819,9,24,90
125620,20150510,578.25,604.75,0.674,9,24,72
125620,20150517,565.25,569,0.6325,9,24,72
125620,20150524,588.75,633.5,0.586,9,24,72
125620,20150531,577.25,584.75,0.6319,9,24,117
125620,20150607,583.25,617.75,0.6151,9,24,135
125620,20150614,569.5,611.75,0.6317,9,24,28.5
125620,20150621,588.5,651.75,0.6453,9,24,38
125621,20150201,659.25,654,0.5377,9,28,362
125621,20150301,950.25,877,0.2594,9,28,500.25
125625,20150201,538.5,581.75,0.6058,8,19,103.5
125625,20150208,494.5,528.5,0.6229,8,19,104
125625,20150215,501,550.5,0.5389,8,19,90
125625,20150222,453,486.5,0.6071,8,19,53.5
125625,20150301,524.5,532,0.6397,8,19,54
125625,20150308,492.25,504.75,0.5602,8,19,63
125625,20150315,530.75,538.75,0.5874,8,19,73
125625,20150322,502,530.25,0.5702,8,19,72
125625,20150329,524.75,530.25,0.5665,8,19,316.25
125625,20150405,476.5,470.5,0.6663,8,19,69
125625,20150412,485.25,495.25,0.6023,8,19,36
125625,20150419,491.25,505,0.5964,8,19,36
125625,20150426,487,528,0.5914,8,19,81
125625,20150503,496,518.75,0.6124,7,18,54
125625,20150510,429.5,438.25,0.5652,7,18,72
125625,20150517,461.25,467.25,0.613,7,18,90
125625,20150524,477.25,497.25,0.5987,7,18,108
125625,20150531,493.75,491.5,0.6046,7,18,108
125625,20150607,509.25,523.5,0.6598,7,18,99
125625,20150614,459,489,0.5915,7,18,28.5
125625,20150621,479,501.5,0.6232,7,18,9.5
125626,20150201,564.5,585.5,0.4278,8,23,417.75
125626,20150215,539.25,543.25,0.503,8,23,387.5
125626,20150222,483.25,498,0.4418,8,23,411.5
125626,20150301,548.75,556.25,0.3859,8,23,452.75
125626,20150308,515.25,513,0.4658,8,23,408
125626,20150315,546.25,556.25,0.4892,8,23,455
125626,20150322,560.5,562.75,0.4349,8,23,414
125626,20150329,639.25,653.25,0.4752,8,23,482.5
125626,20150405,515.5,542,0.3589,8,23,490
125626,20150412,535.5,526.25,0.4907,8,23,424
125626,20150419,507.25,515,0.4889,8,23,393.25
125626,20150426,487,507.75,0.443,8,23,421.5
125626,20150503,512.25,513.75,0.4592,7,20,588.75
125626,20150510,464.75,474.5,0.4443,7,20,549.5
125626,20150517,486,488.75,0.4964,7,20,535.5
125626,20150524,520.75,539,0.4071,7,20,465.5
125626,20150531,494.5,493.5,0.3883,7,20,406
125626,20150607,513.5,520,0.443,7,20,482.75
125626,20150614,482.5,495,0.4373,7,20,382.75
125626,20150621,506.25,543.75,0.4311,7,20,297.75
125627,20150201,570.5,154.5,0.1727,8,23,399.25
125627,20150208,499.75,130,0.1591,8,23,352.25
125627,20150215,514.5,133.5,0.1798,8,23,421
125627,20150222,446.25,98,0.1401,8,23,378
125627,20150301,534,150.5,0.2032,8,23,355.5
125627,20150308,503.75,144.25,0.2079,8,23,364.5
125627,20150315,539.75,129.25,0.1783,8,23,362
125627,20150322,511,134,0.2368,8,23,384
125627,20150329,583.5,176.75,0.2438,8,23,418.5
125627,20150405,505,125.25,0.1124,8,23,365.5
125627,20150412,490,125.75,0.1628,8,23,336.5
125627,20150419,492.75,106.25,0.1071,8,23,365
125627,20150426,473.75,129.75,0.1493,8,23,373.5
125627,20150503,487.75,132.25,0.1625,7,19,384
125627,20150510,439,105.75,0.1555,7,19,292
125627,20150517,448,115.5,0.1719,7,19,372
125627,20150524,485.25,122,0.1937,7,19,334
125627,20150531,485.75,105,0.1585,7,19,298
125627,20150607,476.5,227,0.1794,7,19,303.5
125627,20150614,484.75,278.5,0.2114,7,19,168
125627,20150621,493,315.5,0.2333,7,19,225.5
125629,20150201,576,655.5,0.4453,8,26,391
125629,20150208,572.75,637.75,0.3453,8,26,393.25
125629,20150215,587.25,637,0.4044,8,26,351.5
125629,20150222,582.5,588,0.4232,8,26,382.25
125629,20150301,628.5,651.25,0.5342,8,26,442.5
125629,20150308,622,619,0.4807,8,26,491.25
125629,20150315,622.75,615.25,0.442,8,26,471.5
125629,20150322,576.25,601.25,0.3649,8,26,387.75
125629,20150329,645.75,670,0.4367,8,27,398.75
125629,20150405,623.75,641.25,0.3972,8,27,407.75
125629,20150412,575,610,0.4157,8,27,416.5
125629,20150419,555.25,598.25,0.4219,8,27,377.75
125629,20150426,558.75,570,0.4447,8,27,410.5
125629,20150503,543.25,567,0.3691,7,25,443.5
125629,20150510,518.5,524,0.3963,7,25,382
125629,20150517,556.25,547.25,0.4094,7,25,415.25
125629,20150524,549.75,582.25,0.4943,7,25,352.5
125629,20150531,581,600,0.4277,7,25,433.75
125629,20150607,548.75,581.25,0.4068,7,25,308.5
125629,20150614,545.5,562.25,0.4478,7,25,304.25
125629,20150621,560.25,585.25,0.4502,7,25,291.25
125630,20150201,536.25,386.5,0.2657,8,27,400.5
125630,20150208,512.75,390.5,0.3637,8,27,477
125630,20150215,504,329.5,0.3661,8,27,510.5
125630,20150222,493.25,310.5,0.368,8,27,545
125630,20150301,509.75,326,0.3629,8,27,545.5
125630,20150308,511.25,354,0.3599,8,27,569.5
125630,20150315,516.75,304,0.3551,8,27,497
125630,20150322,459.5,349.5,0.3254,8,27,520.5
125630,20150329,508.25,394,0.3601,8,24,489.5
125630,20150405,522.75,357.5,0.3462,8,24,468
125630,20150412,489,361,0.2761,8,24,482.25
125630,20150419,476.25,362,0.3738,8,24,489
125630,20150426,457.25,332.5,0.2559,8,24,518.5
125630,20150503,485,405.75,0.382,7,22,518
125630,20150510,447.25,312,0.3667,7,22,497
125630,20150517,447.25,320.5,0.3566,7,22,501.5
125630,20150524,478,343.5,0.3672,7,22,497.5
125630,20150531,464.25,286.5,0.3134,7,22,429
125630,20150607,491,267.5,0.2974,7,22,481.5
125630,20150614,476,366,0.2868,7,22,518.5
125630,20150621,507,363.5,0.213,7,22,432
125632,20150201,1026.25,1036.75,0.5683,12,52,661.25
125632,20150208,898.25,876.75,0.538,12,52,718.5
125632,20150215,1024,989,0.5146,12,52,731.75
125633,20150201,556.25,549.25,0.4715,8,25,27
125633,20150208,490.75,503.75,0.2624,8,25,72
125633,20150215,532.25,532,0.3448,8,25,18
125633,20150222,456.75,465.75,0.2655,8,25,324.5
125633,20150308,527.25,562.5,0.2892,8,25,54
125633,20150315,523,512.25,0.359,8,25,375
125633,20150322,514,557.5,0.2597,8,25,72
125633,20150405,481,512.5,0.3077,8,24,72
125633,20150412,497.75,482.25,0.3722,8,24,45
125633,20150419,492.25,488,0.3352,8,24,36
125633,20150510,420.25,358.5,0.4426,7,19,18
125633,20150517,463.75,438.25,0.5051,7,19,27
125634,20150201,551.5,584.75,0.5716,8,22,356.25
125634,20150208,488.5,532.75,0.5573,8,22,385
125634,20150215,534,541,0.5964,8,22,445.5
125634,20150222,464,468.75,0.6245,8,22,412.75
125634,20150301,517.5,549.25,0.6324,8,22,456
125634,20150308,510,507.5,0.6402,8,22,72
125634,20150315,540.25,540,0.6636,8,22,447.5
125634,20150322,556.75,565.75,0.612,8,22,357
125634,20150329,619,663.75,0.5981,8,23,527.25
125634,20150405,546,549.75,0.571,8,23,422.5
125634,20150412,507.5,526.5,0.6433,8,23,459.25
125634,20150419,522,512.25,0.6767,8,23,448
125634,20150426,491.75,507.25,0.6604,8,23,403.5
125634,20150503,525.25,521,0.6378,7,20,438
125634,20150510,450.25,464.5,0.6141,7,20,397
125634,20150517,481,502.25,0.646,7,20,441.75
125634,20150524,510.25,511.75,0.6306,7,20,474
125634,20150531,502.25,521.5,0.5963,7,20,429.75
125634,20150607,515.5,534.25,0.6756,7,20,464.5
125634,20150614,507,513.25,0.6336,7,20,346.75
125634,20150621,522.5,520.25,0.6282,7,20,328.25
125636,20150201,716,777.5,0.4818,10,30,99
125636,20150208,645,659,0.531,10,30,72
125636,20150215,691,723,0.4986,10,30,72
125636,20150222,611,630.5,0.563,10,30,90
125636,20150301,702.75,710.5,0.4297,10,30,89
125636,20150308,668.5,699.75,0.4708,10,30,108
125636,20150315,694,736,0.4301,10,30,118
125636,20150322,655.25,691.25,0.488,10,30,117
125636,20150329,746.25,775.75,0.5149,10,31,630.5
125636,20150405,644,679.5,0.4759,10,31,99
125636,20150412,636.25,690.5,0.4841,10,31,117
125636,20150419,661.5,645.75,0.4872,10,31,81
125636,20150426,614.25,574.75,0.5051,10,31,81
125636,20150503,648.5,661.25,0.4722,9,27,72
125636,20150510,583,612.5,0.4914,9,27,63
125636,20150517,617,610.75,0.5207,9,27,90
125636,20150524,604.75,604.75,0.5378,9,27,45
125636,20150531,635.25,613.25,0.4443,9,27,63
125636,20150607,635.75,631,0.5372,9,27,554.75
125636,20150614,636,648.25,0.5059,9,27,431.75
125636,20150621,620,692,0.4702,9,27,545.25
125638,20150201,573.25,579.75,0.5194,8,25,36
125638,20150208,512.5,562,0.4185,8,25,27
125638,20150215,564.25,613.75,0.4152,8,25,36
125638,20150222,497.5,508.25,0.4668,8,25,36
125638,20150308,558.25,550.25,0.5602,8,25,360.5
125638,20150315,600.75,623.75,0.6288,8,25,465.75
125638,20150322,607.5,650.25,0.514,8,25,36
125638,20150329,663.25,670.25,0.5846,8,25,501.75
125638,20150405,526.75,544.5,0.449,8,25,27
125638,20150412,545,563.5,0.4752,8,25,443.25
125638,20150419,552,559.5,0.5,8,25,517
125638,20150426,538.5,540.25,0.5019,8,25,45
125638,20150503,546.75,559.25,0.4705,7,23,491
125638,20150510,477.25,510.75,0.5013,7,23,527
125638,20150517,505.5,524,0.5035,7,23,90
125638,20150524,553,569.5,0.4882,7,23,99
125638,20150531,527.75,551.75,0.4505,7,23,81
125638,20150607,532.25,556.25,0.5002,7,23,473.75
125638,20150614,542,580.75,0.554,7,23,27.5
