storeid,year,month,week,day,sales
5805,2017,4,14,20170501,8393.95
5805,2017,4,14,20170502,7134.64
5805,2017,4,14,20170503,8391.82
5805,2017,4,14,20170504,11580.07
5805,2017,4,14,20170505,15598.12
5805,2017,4,14,20170506,22841.24
5805,2017,4,15,20170507,18389.93
5805,2017,4,15,20170508,8458.68
5805,2017,4,15,20170509,8136.8
5805,2017,4,15,20170510,7583.35
5805,2017,4,15,20170511,7856.15
5805,2017,4,15,20170512,13408.47
5805,2017,4,15,20170513,23517.66
5805,2017,4,16,20170514,10915.21
5805,2017,4,16,20170515,9048.38
5805,2017,4,16,20170516,6759.54
5805,2017,4,16,20170517,8515.13
5805,2017,4,16,20170518,11185.06
5805,2017,4,16,20170519,19274.86
5805,2017,4,16,20170520,26106.47
5805,2017,4,17,20170521,16884.05
5805,2017,4,17,20170522,7390.04
5805,2017,4,17,20170523,8105
5805,2017,4,17,20170524,7120.86
5805,2017,4,17,20170525,11834.54
5805,2017,4,17,20170526,13708.48
5805,2017,4,17,20170527,23106.29
5805,2017,5,18,20170528,11910.04
5805,2017,5,18,20170529,13539.22
5805,2017,5,18,20170530,5480.45
5805,2017,5,18,20170531,8484.35
5805,2017,5,18,20170601,10328.6
5805,2017,5,18,20170602,19101.35
5805,2017,5,18,20170603,24187.71
5805,2017,5,19,20170604,19653.27
5805,2017,5,19,20170605,9385.05
5805,2017,5,19,20170606,11045.98
5805,2017,5,19,20170607,11460.41
5805,2017,5,19,20170608,13386.55
5805,2017,5,19,20170609,18223.99
5805,2017,5,19,20170610,26770.9
5805,2017,5,20,20170611,22267.67
5805,2017,5,20,20170612,9940.41
5805,2017,5,20,20170613,11361.01
5805,2017,5,20,20170614,13292.24
5805,2017,5,20,20170615,14195.6
5805,2017,5,20,20170616,14880.9
5805,2017,5,20,20170617,19705.69
5805,2017,5,21,20170618,12624.43
5805,2017,5,21,20170619,12646.43
5805,2017,5,21,20170620,10666.89
5805,2017,5,21,20170621,12564.89
5805,2017,5,21,20170622,12025.27
5805,2017,5,21,20170623,18287.8
5805,2017,5,21,20170624,25762.51
5805,2017,6,22,20170625,16790.72
5805,2017,6,22,20170626,11717.46
5805,2017,6,22,20170627,11839.53
5805,2017,6,22,20170628,13173.75
5805,2017,6,22,20170629,14651.39
5805,2017,6,22,20170630,17426.87
5805,2017,6,22,20170701,18669.13
5805,2017,6,23,20170702,16358.84
5805,2017,6,23,20170703,14815.76
5805,2017,6,23,20170704,8049.65
5805,2017,6,23,20170705,12198.16
5805,2017,6,23,20170706,10954.51
5805,2017,6,23,20170707,15879.16
5805,2017,6,23,20170708,24498.89
5805,2017,6,24,20170709,15817.21
5805,2017,6,24,20170710,12447.87
5805,2017,6,24,20170711,10335.24
5805,2017,6,24,20170712,12819.92
5805,2017,6,24,20170713,12928.54
5805,2017,6,24,20170714,17423.84
